,date,SPY,KLAC,DAIO,ADBE,HCSG,HOLX,CSCO,SEIC,KTCC,CTAS,XLNX,CELG,TROW,LYTS,LRCX
401,6/8/16,207.062317,73.17,2.59,98.68,39.96,34.4,29.19,51.5501,8.33,94.99,47.12,106.64,74.97,11.305,83.3401
402,6/9/16,206.779572,73.35,0,98.22,40.255,34.94,29.13,51.26,8.18,95.36,46.995,106.49,74.38,11.26,83.4801
403,6/10/16,204.819809,72.73,2.5901,96.9375,39.57,34.13,28.93,49.755,8.03,94.49,46.7277,102.81,72.78,11.16,82.29
404,6/13/16,203.240295,72.57,2.5001,97.16,39.37,33.53,28.89,49.15,7.55,94.26,46.3725,101.88,71.93,10.85,82.11
405,6/14/16,202.840515,72.63,2.5,97.04,39.82,33.11,28.9527,48.68,7.41,94.2463,46.99,100.65,71.16,10.9,81.985
406,6/15/16,202.557785,73,2.39,97.35,39.5765,33.235,28.7505,49,7.5099,94.35,46.919,100.559,71.969,10.86,82.8
407,6/16/16,203.162308,72.96,2.35,97.22,39.64,33.595,28.875,48.61,7.48,94.66,46.87,100.41,71.31,11.22,82.71
408,6/17/16,202.406097,72.78,2.41,95.75,39.4,33.79,28.8101,48.4101,7.32,94.05,46.41,98.83,71.28,11.02,82.58
409,6/20/16,203.70961,73.78,2.46,98.17,39.81,34.12,28.88,49.17,7.38,94.3101,46.54,99.2932,72.2501,11.5,84.31
410,6/21/16,204.287857,73.88,2.5,99.79,39.97,34.055,28.815,49.27,7.4,94.6,46.705,97.27,71.92,11.49,84.67
411,6/22/16,203.954636,74.27,2.51,94,39.64,34.09,28.7248,49.5301,7.33,94.65,46.4,99.34,71.92,11.26,85.6083
412,6/23/16,206.610626,74.76,2.355,95.72,39.9,35.46,29.045,50.43,7.49,95.38,47.095,100.17,73.18,11.42,86.71
413,6/24/16,199.191437,72.75,2.4225,92.17,40.06,34.025,27.755,46.915,7.3449,93.52,45.37,96.48,69.66,10.98,82.645
414,6/27/16,195.623962,71.23,2.37,90.52,39.56,32.86,27.19,44.4,7.11,91.45,43.63,94.68,67.46,10.52,79.76
415,6/28/16,199.152237,72.03,2.3686,92.29,39.6,33.22,27.797,45.08,7.15,92.96,44.69,97.01,69.3,10.44,81.4
416,6/29/16,202.543304,72.21,2.45,94.55,40.37,34.09,28.285,46.49,7.31,95.85,45.49,99.0401,71.25,10.56,82.43
417,6/30/16,205.307114,72.885,2.42,95.775,41.135,34.52,28.625,47.87,7.5299,97.91,46,98.609,72.71,11,83.77
418,7/1/16,205.738358,72.65,2.45,95.39,41.34,34.89,28.83,48.16,7.41,98.9,46.24,100.76,72.39,11.01,82.97
419,7/5/16,204.258438,72.11,0,94.6799,41.14,34.44,28.285,47.64,7.352,99.31,45.45,100.29,71.23,10.9613,81.85
420,7/6/16,205.483566,72.155,2.6,94.99,40.7,34.63,28.68,47.9,7.28,99.3,45.43,104.18,71.86,11,81.82
421,7/7/16,205.356125,72.26,2.6399,94.86,40.36,35.44,28.725,48.35,7.3,98.68,45.62,104.154,71.41,11.06,81.99
422,7/8/16,208.413971,73.68,2.63,96.645,41.0099,35.895,29.235,49.09,7.45,99.54,46.93,104.7,73.12,11.39,84.94
423,7/11/16,209.149048,74.3901,2.98,97.23,41.54,35.691,29.525,49.25,7.45,98.23,47.34,104.078,73.36,11.41,86.35
424,7/12/16,210.668167,75.34,2.9,97.5783,41.91,35.72,29.61,50.422,7.4432,97.57,47.405,103.53,74.395,11.45,88.2093
425,7/13/16,210.638763,75.69,0,97.39,39.4,35.73,29.7899,49.93,7.4324,97.61,47.59,102.05,73.8099,11.24,88.8
426,7/14/16,211.814865,75.16,2.7501,98.06,38.49,36.5,29.785,50.475,7.42,97.94,47.98,101.68,74.18,11.42,88.13
427,7/15/16,211.530624,75.01,2.77,98,38.74,36.37,29.8,50.61,7.41,97.72,47.93,102.761,74.59,11.35,88.21
428,7/18/16,212.099091,75.665,2.885,97.84,38,36.43,29.975,50.84,7.49,97.5,48.32,102.87,74.55,11.49,89.27
429,7/19/16,211.883469,75.905,2.8399,97.83,38.04,36.46,29.8337,50.53,7.51,97.3201,47.89,102.2,73.76,11.45,89.42
430,7/20/16,212.765533,76.7,2.7946,98.48,38.25,36.86,30.64,50.95,7.7,106.99,48.0565,104.34,73.93,11.47,91.13
431,7/21/16,211.961868,75.74,2.85,96.24,38.16,36.3,30.53,50.69,7.77,107.33,47.71,107.039,73.85,11.44,89.269
432,7/22/16,212.912552,76,2.84,98.1,38.87,36.515,30.6899,51.15,7.905,107.959,48.32,107.68,74.0704,11.36,89.9
433,7/25/16,212.33429,76.26,2.85,97.0108,38.91,36.47,30.73,50.579,8.19,108.17,48.3,107.87,73.44,11.38,90.26
434,7/26/16,212.432312,76.85,2.97,97.9498,38.92,36.82,30.805,51.16,8.3,108.35,49.58,106.155,70.675,11.26,91.5
435,7/27/16,212.206909,77.18,2.9,98.22,39,37.2,30.835,44.85,7.9901,108.1,49.77,108.67,70.935,11.08,91.98
436,7/28/16,212.45192,77.48,3.03,98.5,39.18,38.2325,30.505,45.44,7.75,108.2,50.93,111.513,70.505,11.0799,93.16
437,7/29/16,212.794937,75.7025,3.35,97.79,38.88,38.45,30.5631,45.1,7.57,107.365,51.08,112,70.665,11.04,89.92
438,8/1/16,212.61853,76.38,3.2501,97.56,38.83,38.995,30.69,45.391,7.55,107.18,51.1425,114.24,69.8074,10.98,90.64
439,8/2/16,211.25621,75.735,3.3,96.07,38.62,39.05,30.5785,45.275,7.52,106.41,50.76,114.23,69,11.01,89.68
440,8/3/16,211.873657,75.9,3.3,96.52,38.64,38.96,30.71,45.66,7.56,106.29,50.77,116.19,69.1,10.93,90.295
441,8/4/16,212.099091,76.66,3.347,97.16,38.77,38.68,30.89,45.6565,7.53,106.515,51.37,116.5,69.06,10.95,91.79
442,8/5/16,213.833832,77.53,3.3301,98.9375,39.12,38.93,31.0225,46.695,7.56,106.78,51.69,115.71,69.82,10.95,93.18
443,8/8/16,213.706421,77.18,3.4,98.51,39.025,38.35,30.955,46.24,7.72,106.44,51.51,113.39,69.645,11.08,92.675
444,8/9/16,213.833832,77.43,3.4501,98.8,39.1,38.7,30.89,46.57,7.5001,106.58,51.97,113.81,68.8599,11.13,93.27
445,8/10/16,213.304581,69.39,3.504,100.7,39.37,38.52,30.9,46.01,7.575,107.37,51.76,112.69,68.8,11.06,88.88
446,8/11/16,214.294464,67.15,3.5,101.71,39.45,38.82,30.945,46.39,7.4401,107.35,51.87,113.55,69.045,11.06,88.95
447,8/12/16,214.108261,68.14,3.38,101.025,39.14,38.6,30.825,46.28,7.4,107.27,51.87,113.647,68.73,10.97,89.19
448,8/15/16,214.725693,69.4,3.37,101.025,39.27,38.985,31.185,46.67,7.46,107.45,52.18,114.67,68.76,10.96,90.84
449,8/16/16,213.618225,69.215,3.35,100.85,39.09,38.6,31.1,46.52,7.459,113.46,51.77,112.53,68.75,10.98,90.045
450,8/17/16,214.020035,69.69,3.4671,99.66,38.78,38.09,30.71,46.2575,7.41,115.9,52.21,112.49,68.95,11,90.21
451,8/18/16,214.50029,69.64,3.5,100.76,38.91,38.4,30.32,46.12,7.89,113.73,52.93,111.975,69.13,10.2764,90.99
452,8/19/16,214.186646,71.12,3.5,100.37,39.33,38.27,30.62,45.92,7.8002,113.66,53.17,111.99,69.05,9.75,93.45
453,8/22/16,214.176849,70.79,3.54,100.3,39.33,38.445,30.64,45.86,7.52,113.87,53.62,114.105,69.15,9.66,93.01
454,8/23/16,214.608109,67.91,3.55,101.15,39.67,38.87,31.015,46.39,7.6099,114.54,53.96,114.17,69.5534,9.76,93.77
455,8/24/16,213.510406,67.212,3.51,101.044,39.7,38.305,31.07,46.0937,7.56,114.38,53.89,110.625,68.84,9.655,92.71
456,8/25/16,213.363373,67.11,3.59,101.68,39.93,38.45,31.3101,46.19,7.51,116.1,54.025,107.481,68.64,10.04,93.53
457,8/26/16,212.961548,67.21,3.5,101.94,39.82,38.805,31.375,45.88,7.5,115.64,54.17,108.74,68.96,9.92,93.62
458,8/29/16,214.010254,68.89,3.56,102.25,40.09,38.71,31.62,45.925,7.52,116.16,54.15,108.13,68.98,9.86,94.21
459,8/30/16,213.657394,68.205,3.45,101.8,40.28,38.48,31.47,46.27,7.51,116.849,54.2265,107.02,69.77,10.23,92.9975
460,8/31/16,213.049774,69.2,3.4601,102.56,40.39,38.43,31.375,46.18,7.47,117.25,54.16,106.95,69.38,10.085,93.3
461,9/1/16,213.05954,70.6,3.5,102.73,40.3,38.41,31.55,45.78,7.63,117.529,54.119,106.08,68.65,10.06,94.5
462,9/2/16,214.020035,70.27,3.55,103.62,40.97,38.51,31.805,45.9,7.81,118.63,54.415,105.745,69.22,10.18,94.21
463,9/6/16,214.666901,70.19,3.58,103.301,41.05,38.45,31.82,45.69,7.73,118.7,54.2,106.31,69.02,10.17,93.58
464,9/7/16,214.647278,70.56,3.6,102.904,38.62,38.64,31.775,45.68,7.6929,118.37,53.74,107,69.24,10.18,94.13
465,9/8/16,214.157242,70.445,3.5554,101.861,38.5,38.5,31.4701,45.75,7.57,117.39,53.387,107.76,68.9,10.53,93.73
466,9/9/16,209.031433,69.76,3.59,100,37.48,37.37,31.03,44.48,7.32,114.54,52.275,105.28,67.89,9.935,91.67
467,9/12/16,212.030472,70.63,3.55,100.34,37.55,37.69,31.41,45.08,7.44,114.64,53.14,106.36,68.67,9.85,93.4
468,9/13/16,208.982422,68.82,3.49,98.82,37.42,37.485,31.03,44.93,7.5,113.28,52.69,104.64,67.62,9.59,91.61
469,9/14/16,208.904022,68.76,3.545,98.53,37.36,37.2,30.9499,44.53,7.38,112.93,52.765,105.87,66.93,9.62,91.16
470,9/15/16,210.991592,70.255,3.6,99.97,37.71,37.755,31.34,45.52,7.4,114.3,53.595,107.56,67.83,9.73,93.21
471,9/16/16,210.176041,70.08,3.5,98.7,37.86,37.69,30.85,45.61,7.38,113.4,53.365,108.56,67.1,9.665,93.21
472,9/19/16,210.215454,69.94,3.6,99.9,38.1,37.94,31.09,45.59,7.375,113.51,53.53,108.01,66.715,9.88,92.34
473,9/20/16,210.225296,69.45,3.62,100.455,37.9,38.23,31.14,45.79,7.36,113.72,53.075,108.7,66.93,9.73,92.1
474,9/21/16,212.589401,69.87,3.55,107.63,38.25,38.47,31.265,45.97,7.4199,114.272,53.26,109.43,66.66,9.68,93.26
475,9/22/16,213.929016,69.45,3.4938,108.12,39.175,38.76,31.72,46.6825,7.39,115.11,53.45,110.66,66.915,10.08,92.72
476,9/23/16,212.756836,69.565,3.5599,107.84,39.19,38.46,31.37,46.27,7.43,114.48,53.21,109.8,66.04,10.49,91.89
477,9/26/16,211.033035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,9/27/16,212.34314,69.95,3.5,109.55,38.77,38.845,31.4849,45.91,7.3236,113.42,53.14,107.172,65.5,10.755,92.33
479,9/28/16,213.397125,69.9,3.45,109.23,38.97,38.68,31.4301,46.11,7.405,116.11,53.29,105.59,66.23,10.985,92.81
480,9/29/16,211.466446,68.73,3.45,107.97,39.21,38.125,31.4569,45.25,7.44,111.62,53.69,102.87,65.66,11.2363,93.38
481,9/30/16,213.06221,69.69,3.5199,108.77,39.81,38.935,31.725,45.84,7.4815,112.42,54.355,105.03,66.7399,11.27,94.81
482,10/3/16,212.549973,70.42,3.41,108.479,39.5101,38.84,31.49,45.25,7.6,112.44,53.909,103.86,66.41,10.905,94.48
483,10/4/16,211.466446,70.29,3.5,108.44,39.6,39.05,31.29,44.57,7.68,111.2,53.075,104.6,66.65,10.6,95.0725
484,10/5/16,212.402252,71.2,3.4101,108.83,39.55,39.45,31.575,45.07,7.7,110.74,53.38,105.04,67.535,10.6,95.93
485,10/6/16,212.549973,71.19,3.44,108.5,39.66,39.305,31.46,44.98,7.765,111.75,53.465,103.76,67.35,10.59,99.86
486,10/7/16,211.821045,72.4,3.4597,108.73,39.57,39.615,31.485,44.79,7.75,110.79,52.99,104.11,66.61,10.43,100.57
487,10/10/16,212.924301,73.49,3.4783,109.31,39.8,40.125,31.4777,45.09,7.81,110.6,52.1743,104.44,66.85,10.73,102.375
488,10/11/16,210.235153,72.39,3.497,107.256,39.3,38.7068,30.93,44.22,7.72,109.2,51.06,101.71,65.929,10.5,99.68
489,10/12/16,210.510986,72.07,3.62,108.06,37.525,38.78,30.295,44.42,7.8,109.75,49.99,100.13,66.06,10.54,98.95
490,10/13/16,209.821442,71.28,3.62,107.89,38.05,38.31,30.19,44.11,7.73,109.42,49.9,100.68,65.72,10.52,97.8
491,10/14/16,209.929794,71.94,3.65,108.05,37.57,38.42,30.22,44.21,7.7,109.37,50.03,98.835,66,10.6,98.34
492,10/17/16,209.200897,72.07,3.63,107.43,37.37,38.555,30.2569,44.1,7.7799,108.31,49.7337,99.65,65.01,10.69,98.09
493,10/18/16,210.510986,72.1325,3.62,108.43,37.6,38.8,30.475,44.4699,7.74,108.44,50.03,100.045,65.225,10.68,99.265
494,10/19/16,211.072449,72.02,3.6501,108.52,37.32,38.41,30.35,44.7601,7.72,108.3,49.67,100.11,65.9,10.665,99.78
495,10/20/16,210.678436,71.96,3.57,109.01,36.94,38.49,30.175,44.96,7.71,106.52,50.01,99.98,65.89,10.5,96.67
496,10/21/16,210.776917,73.465,3.5801,109.06,36.6,38.08,30.1406,45.445,7.7547,106.45,49.74,98.9,65.88,10.6,97.72
497,10/24/16,211.673309,74.48,3.48,110.579,36.8,38.21,30.37,45.95,7.99,106.765,50.255,98.41,66.865,10.75,99.16
498,10/25/16,210.964081,74.94,3.59,109.02,36.58,37.595,30.329,45.2141,8,106.895,50.25,97.72,66.035,10.6,98.07
499,10/26/16,210.540527,75.38,3.64,107.92,36.51,36.5401,30.6,45.01,8.04,106.58,50.38,98.145,66.22,10.4,97.73
500,10/27/16,209.97905,74.43,3.5891,106.89,36.5989,36.07,30.4,44.63,8.12,105.61,50.315,105.184,64.02,8.93,96.77
501,10/28/16,209.358475,74.7,4.1199,107.79,37,36.13,30.6846,44.48,8.01,106.05,50.48,104.208,64.18,8.84,96.52
502,10/31/16,209.368332,75.18,4.1001,107.753,36.985,35.95,30.685,44.43,7.73,106.97,50.92,102.615,64.0999,8.59,97.025
503,11/1/16,207.851395,73.825,4.095,106.82,35.41,35.58,30.42,44.45,7.7,104.27,50.75,103.67,63.82,8.41,95.63
504,11/2/16,206.600403,74.8445,4.1505,106.26,35.29,35.39,30.471,44.19,7.23,102.86,50.26,103.48,63.26,8.35,95.72
505,11/3/16,205.65477,74.67,4.1702,107.56,35.13,37.4,30.3,44.23,7.26,103.01,50.79,102.595,63.61,8.4,95.27
506,11/4/16,205.428207,74.52,4.1198,106.44,34.93,38.13,30.27,43.77,7.29,103.45,49.915,103.582,63.7402,8.265,95.165
507,11/7/16,209.959351,75.42,4.1,108.29,35.19,38.52,30.895,44.43,7.25,104.52,51.08,107.251,64.06,8.24,98.04
508,11/8/16,210.904984,75.55,4.17,108.51,35.96,38.92,31.03,44.3601,7.24,105.87,51.83,108.49,63.81,8.28,99.24
509,11/9/16,213.141006,75.59,4.09,107.9,35.63,37.07,31.415,45.18,7.23,107.53,51.91,120.44,68.79,8.9,98
510,11/10/16,213.672913,74.6701,4.08,104.41,36.13,37.66,31.095,44.95,7.28,108.07,50.9,121.32,70.76,9.33,95.99
511,11/11/16,213.180405,75.22,4.06,103.53,35.98,36.715,31.325,45,7.61,108.52,51.56,119.02,70.5036,9.72,97.29
512,11/14/16,213.347855,75.93,4.15,102.91,36.35,36.51,31.465,46.69,7.619,109.06,53.005,121.14,73.0875,9.6456,98.69
513,11/15/16,215.012558,77.67,4.23,103.84,37.71,37.625,31.79,47.3,7.57,109.4,53.94,121.03,73.41,9.69,101.06
514,11/16/16,214.608688,77.795,4.1577,104.03,37.68,37.415,31.58,46.98,7.61,108.91,53.61,119.84,72.6,9.66,101.09
515,11/17/16,215.711929,78.61,4.19,105.61,37.49,38.56,29.995,47.3179,7.64,110.4,53.3,122.07,73.19,9.64,103.28
516,11/18/16,215.229279,79.63,4.1858,105.01,38.17,38.43,30.265,47.79,7.63,111.42,53.06,121.65,73.64,9.7,104.52
517,11/21/16,216.854568,80.81,4.1266,105.57,38.26,38.58,30.08,48.12,7.6,112.567,53.04,123.67,73.725,9.73,105.8
518,11/22/16,217.278137,83,4.1114,105.226,38.53,38.42,29.88,48.385,7.54,114.67,53.47,120.15,73.8526,9.89,106.6
519,11/23/16,217.396332,81.5,4.02,104.023,39.1,39.025,29.645,48.2199,7.56,115.23,53.08,120.733,74.17,10.1,106.88
520,11/25/16,218.204056,82.0147,3.96,104.976,39.2001,39.06,30.0263,48.4789,7.6,116.5,53.339,120.302,74.43,9.97,107.54
521,11/28/16,217.179626,82.5,4.361,104.41,39.06,38.63,29.87,47.81,7.62,116.08,53.375,120.28,73.415,9.94,106.955
522,11/29/16,217.603195,81.719,4.27,105.085,39.035,38.965,29.915,47.57,7.7,115.735,53.89,122.34,73.415,9.67,107.47
523,11/30/16,217.081131,80.24,4.29,103.21,39.08,38.41,29.91,47.43,7.7284,114.83,54.25,118.62,74.4637,9.81,106.77
524,12/1/16,216.283264,75.71,4.21,99.26,38.692,37.71,29.456,47.68,7.7779,115.74,53.3,119.02,75.41,9.995,98.09
525,12/2/16,216.391602,76.07,4.09,99.8,38.5,37.95,29.24,46.893,7.78,116.7,54.205,117.5,75.1014,9.52,100.75
526,12/5/16,217.691849,77.1,4.14,101.82,38.82,38.45,29.56,48.25,7.8,118.12,54.35,116.43,75.52,9.88,102.22
527,12/6/16,218.381378,77.97,4.25,101.27,39.08,38.81,29.27,48.42,7.831,118.261,54.54,117.36,75.98,9.89,102.59
528,12/7/16,221.237961,79.76,4.15,103.28,39.56,39.1101,29.995,49.74,7.96,120.44,55.23,112.52,76.92,9.95,106.36
529,12/8/16,221.779724,78.97,4.16,103.43,40.085,38.92,29.95,50.36,8.06,120.41,55.62,112.74,78.44,10.02,106.98
530,12/9/16,223.119354,77.16,4.21,104.4,40.56,39.0797,30.04,50.18,8.0501,120.76,55.7599,113.58,76.79,10.03,104.04
531,12/12/16,222.863266,77.19,4.15,104.99,40.41,39.76,30.115,49.4023,7.9999,120.13,55.71,113.08,75.76,10.12,103.31
532,12/13/16,224.350647,78.205,4.1301,106.255,40.475,40.52,30.6063,49.64,7.86,120.455,56.41,115.497,76.73,10.12,104.3
533,12/14/16,222.49881,77.9999,4.23,105.97,40.015,40.71,30.545,49.18,7.7701,119.76,56.81,115.964,75.89,9.78,104.2
534,12/15/16,223.414886,79.48,4.24,104.85,40.12,40.665,30.61,49.23,7.77,119.77,60.11,117.501,76.14,10.02,105.91
535,12/16/16,222.977844,79.03,4.18,103.29,39.9,40.23,30.5,48.76,7.71,119.96,58.64,116.6,76.68,10.1,104.85
536,12/19/16,223.463348,79.28,4.12,105.19,39.64,40.04,30.745,48.55,7.72,120.03,58.6115,115.46,76.47,10.11,107.09
537,12/20/16,224.325378,78.76,4.17,105.85,39.74,40,30.495,49.3701,7.9,119.68,59.71,118.56,77.46,10.14,106.85
538,12/21/16,223.701157,78.99,4.26,105.18,39.77,40,30.455,49.82,7.772,119.41,60.38,115.65,77.4,9.94,106.58
539,12/22/16,223.314728,78.97,4.1,104.57,39.63,40.04,30.4199,49.3701,7.76,119.99,60.1,117.475,76.55,9.755,107.59
540,12/23/16,223.641708,78.77,4.22,104.97,39.7,40.28,30.4899,49.39,7.8504,116.39,60.41,118.65,76.5,9.6,107.72
541,12/27/16,224.196579,80.18,4.18,105.18,39.295,40.325,30.72,49.985,7.8201,116.95,61.07,118.17,76.97,9.65,108.97
542,12/28/16,222.343689,79.84,4.16,103.7,38.87,39.885,30.4299,49.385,7.7999,115.66,60.74,117.26,76.15,9.63,107.763
543,12/29/16,222.294174,79.19,4.1934,103.81,39,40.055,30.455,49.45,7.85,116.46,60.69,116.89,75.57,9.7,107.1
544,12/30/16,221.481674,78.51,4.12,103.09,39.31,40.14,30.27,49.49,7.8299,115.74,60.4,115.94,75.235,9.72,105.8
545,1/3/17,223.17601,78.99,4.2003,102.96,38.5464,40.015,30.335,50.03,7.81,116.08,58.75,118.32,75.5,9.81,106.88
546,1/4/17,224.503738,78.93,4.1289,104.24,39.42,40.075,30.12,50.84,8.05,117.52,58.64,118.429,76.97,9.775,107.25
547,1/5/17,224.325378,78.61,4.2,105.96,39.14,39.775,30.185,50.33,8.0799,116.31,57.905,119,76.2,9.7,107.37
548,1/6/17,225.12796,79.09,4.02,108.19,38.81,39.79,30.265,50.77,8.13,116.59,59.1,119.82,75.48,9.53,107.62
549,1/9/17,224.384842,79.82,4.15,108.48,38.73,40.11,30.22,51.32,8.17,115.71,58.955,120.17,72.82,9.3,109.12
550,1/10/17,224.384842,79.3321,4.14,108.323,39.14,40.56,30.4395,51.46,8.15,114.82,58.44,120.334,73.68,9.55,108.43
551,1/11/17,225.018967,80.18,4.17,108.88,39.34,40.71,30.145,51.49,8.11,115.28,58.45,117.21,73.8,9.55,108.74
552,1/12/17,224.454193,80.1,4.13,108.61,39.33,40.13,30.04,51.29,8.15,114.11,58.08,117.12,73.5,9.21,107.9
553,1/13/17,224.969421,81.54,4.2561,108.563,39.94,40.15,30.08,51.63,8.11,114.36,58.39,117.659,73.55,9.295,110.5
554,1/17/17,224.176743,79.72,4.3715,107.73,39.385,39.83,29.875,50.53,8.1567,113.445,57.6,114.58,72.9099,9.1,108.86
555,1/18/17,224.672165,81.4,4.3696,108.83,39.68,39.91,30.035,50.66,8.1,113.769,57.83,115.14,72.99,8.81,110.87
556,1/19/17,223.839874,81.1,4.27,109.694,39.51,39.64,30,50.2,8.1299,113.61,57.9,113.6,72.64,8.39,110.81
557,1/20/17,224.662262,81.39,4.2682,110.51,39.8067,39.31,30.075,50.02,8.1,113.799,57.87,112.818,73.34,8.55,112.1
558,1/23/17,224.077667,81.965,4.28,111.049,39.66,39.27,30.2768,49.98,8.09,113.59,57.9899,112.31,73.47,8.68,112.911
559,1/24/17,225.514389,82.72,4.2362,113.938,40.06,39.34,30.68,50.73,8.06,115.436,58.87,112.39,73.89,8.9099,114.64
560,1/25/17,227.466339,85.0865,4.36,113.88,40.25,40.31,30.74,50.941,8.14,116.67,59.39,113.968,74.0601,9.17,116.645
561,1/26/17,227.228531,83.0903,4.39,113.039,40.22,40.265,30.77,49.45,8.1,117.41,57.58,112.09,69.87,9.95,114.22
562,1/27/17,226.871826,86.25,4.4,113.74,39.85,40.56,30.935,48.96,8.031,117.09,58.38,113.2,69.7,10.04,118.06
563,1/30/17,225.464844,85.91,4.3592,113.52,39.52,40.13,30.74,48.81,7.86,116.11,59.185,113.06,68.06,9.89,115.665
564,1/31/17,225.445023,84.9675,4.29,113.279,39.79,40.34,30.68,48.46,7.96,116.17,58.18,115.516,67.575,9.49,114.83
565,2/1/17,225.534195,85.99,4.437,113.411,39.19,40.845,30.485,48.52,7.522,115,57.5276,116.996,66.78,9.41,117.2
566,2/2/17,225.682831,87.33,4.42,113.25,39.3,39.45,31.21,48.72,7.5,115.28,58.16,115.27,66.465,9.49,117.215
567,2/3/17,227.238434,87.41,4.74,115.24,40.09,39.52,31.31,49.04,7.54,116.19,58.28,115.71,67.77,9.87,117.39
568,2/6/17,226.832184,86.965,4.66,114.42,39.71,39.255,31.219,49.07,7.6399,114.83,58.065,115.97,67.39,10.12,116.98
569,2/7/17,226.842117,87.48,4.616,114.83,39.5,39.36,31.41,48.745,7.668,114.74,58.15,115.99,67.52,10.08,117.02
570,2/8/17,227.139359,86.97,4.58,116.29,39.78,39.18,31.325,48.25,7.68,114.55,58.36,115.395,67.58,9.99,116.035
571,2/9/17,228.486893,86.71,4.63,116.5,40.6,40.165,31.64,49.09,7.64,115.24,57.99,116.548,68.61,9.95,116
572,2/10/17,229.38855,86.6852,4.61,116.825,41.01,39.975,31.5267,49.6,7.7,116.54,58,115.55,69.19,9.8,115.97
573,2/13/17,230.637009,87.21,4.57,117.73,41.26,39.89,31.98,49.45,7.6601,117.2,59.57,116.46,69.88,9.8,116.37
574,2/14/17,231.558472,87.115,4.7,117.22,41.03,38.965,32.175,49.26,7.56,116.89,58.7,116.92,69.775,9.79,115.5
575,2/15/17,232.767303,87.7942,4.62,118.96,41.49,39.41,32.81,50.2,7.44,118.504,59.05,120.545,71.61,9.86,116.27
576,2/16/17,232.569138,88,4.6142,118.91,41.52,39.61,33.655,50.29,7.41,119.17,59.56,118.55,71.195,9.77,114.2
577,2/17/17,232.935745,88.38,4.6101,119.08,41.53,39.9,33.65,50.355,7.29,118.505,59.945,120.953,71.07,9.905,114.32
578,2/21/17,234.322922,90.39,4.69,119.66,41.8723,40.135,34.17,50.075,7.3301,118.4,60.2725,119.3,71.115,10.63,117.56
579,2/22/17,234.114838,90.14,4.71,119.32,41.78,40.4,34.07,50.545,7.26,118.59,59.7,119.156,71.41,10.35,118.29
580,2/23/17,234.273392,89.92,4.6904,118.81,41.82,40.325,34.05,50.49,7.25,118.47,58.92,119.19,71.8427,10.13,117.48
581,2/24/17,234.570633,90.1,5.1,119.03,41.79,40.68,34.23,50.72,7.25,118.79,58.85,117.85,71.785,10.19,118.66
582,2/27/17,234.937225,90.02,5.1999,118.73,42.02,40.73,34.295,51.1345,7.25,118.96,58.871,121.74,72.16,10,119.11
583,2/28/17,234.303101,89.99,5.15,118.503,41.43,40.68,34.145,50.3,7.25,118.03,58.835,124.15,71.16,9.79,118.359
584,3/1/17,237.582764,91.32,5.07,120.41,42.09,41.195,34.4737,51.24,7.24,119.57,59.64,123.825,72.5149,10.06,119.41
585,3/2/17,236.086609,91.12,5.04,119.84,42.32,41.06,34.425,50.86,7.25,118.54,59.34,122.07,71.95,9.94,118.64
586,3/3/17,236.235245,90.33,5.0266,120.05,42.16,41.195,34.289,51.345,7.25,118.54,58.72,123.32,71.39,10,118.65
587,3/6/17,235.531738,90.72,5,120.16,42.0847,41.145,34.16,51.04,7.2499,118.43,58.825,123.78,71.14,10.05,117.89
588,3/7/17,234.828247,91.1,4.92,120.12,42.06,41.01,34.17,50.9301,7.15,118.11,58.847,122.222,70.93,9.98,117.61
589,3/8/17,234.392288,91.55,4.8652,119.91,42.1,41.98,34.015,51.21,7.16,118.42,58.97,123.18,71.38,9.935,117.893
590,3/9/17,234.689529,91.69,4.9112,119.85,42.11,42.19,34.04,51.39,7.09,117.87,58.88,125.372,70.7,9.7,117.746
591,3/10/17,235.511932,93.03,4.8786,120.88,42.39,42.21,34.25,51.65,7.1,118.93,59.48,124,71.26,9.67,120.3
592,3/13/17,235.630829,92.8,4.9574,121.52,42.94,42.365,34.055,52.08,7.12,118.976,59.955,124.28,72.0101,9.49,122.24
593,3/14/17,234.729156,92.7,5,121.51,42.845,42.25,34.105,52.27,7.09,118.48,59.79,124.748,71.205,9.46,122.28
594,3/15/17,236.760376,93.535,4.91,122.27,43.62,42.78,34.32,51.93,7.17,119.42,60.285,127.24,71.86,9.73,124.28
595,3/16/17,236.294678,93.7948,4.95,122.09,43.54,42.5,34.195,52.1,7.2875,119.16,59.98,126.253,72,9.81,125.62
596,3/17/17,235.8797,95.1123,4.95,127.6,43.635,42.68,34.315,52.27,7.28,124.22,60.14,126.17,69.595,9.69,126.87
597,3/20/17,235.620972,94.79,4.92,126.48,43.4,42.43,34.36,52.2901,7.25,124.27,60.4,126.361,69.455,9.68,126.77
598,3/21/17,232.595718,94.255,4.7299,125.6,43.34,42.2,33.9035,50.86,7.16,124.08,59.15,124.133,68.66,9.61,124.71
599,3/22/17,233.143051,95.39,4.7499,126.08,42.92,42.06,34.12,50.88,7.1,125.06,59.06,123.3,68.81,9.59,125.03
600,3/23/17,232.894257,95.32,4.7682,126.75,42.23,42.18,33.9675,50.81,7.2699,125.65,58.85,123.06,68.33,9.612,125.54
