,date,SPY,KLAC,DAIO,ADBE,HCSG,HOLX,CSCO,SEIC,KTCC,CTAS,XLNX,CELG,TROW,LYTS,LRCX
202,8/24/15,181.78363,46.72,2.664,73.72,32.66,38.09,25.075,47.73,9.99,81.29,39.33,112.84,69.6399,8.94,67.19
203,8/25/15,179.64444,47.3299,2.57,76.49,32.9,38.5,25.1,48.12,9.9,82.6,39.37,115.123,69.77,8.9,68.73
204,8/26/15,186.541687,47.84,2.57,77.0502,33.0612,38.55,25.485,48.28,10.05,83.62,41.04,117.91,70.59,9.1499,70.46
205,8/27/15,191.155807,49.06,2.66,78.14,33.1668,38.89,25.92,50.21,9.87,84.9,41.97,121.5,72.18,9.12,72.19
206,8/28/15,191.165375,49.78,2.5699,79.15,33.29,39.61,25.96,50.98,10.5,85.15,42.12,123.82,72.07,9.28,72.58
207,8/31/15,189.620941,50.11,2.52,78.55,33.4,38.77,25.77,50.57,10.42,85.09,41.985,117.79,71.92,9.43,72.92
208,9/1/15,183.961197,48.12,2.6001,76.16,32.91,37.25,25.18,49.3,10.2201,83.17,40.34,116.18,69.49,9.25,69.78
209,9/2/15,187.452972,48.32,2.65,76.95,32.79,37.645,25.42,49.35,10.4,84.35,40.6,118.31,69.51,9.353,70.68
210,9/3/15,187.587265,48.87,2.55,77.92,32.68,38.35,25.95,49.82,10.22,85.06,41.19,117.6,70.1819,9.535,71.75
211,9/4/15,184.747818,47.6,2.51,76.84,32.58,38.48,25.4899,49.385,10.01,83.82,40.105,117.38,69.35,9.41,69.93
212,9/8/15,189.390717,49.66,2.62,79.69,33.38,39.555,26.235,50.515,10.5,86.1,42.53,122.33,70.93,9.55,72.47
213,9/9/15,186.858215,49.47,2.58,78.96,33.83,39.1399,26.0601,50.81,10.1,85.54,41.96,122.06,70.89,9.37,71.03
214,9/10/15,187.875076,51.24,2.48,78.39,33.51,39.28,26.2399,50.89,10.15,85.27,41.6599,122.46,70.84,9.28,71.72
215,9/11/15,188.728836,51.2,2.3685,78.98,33.68,39.94,25.93,50.68,10.05,85.64,41.85,123.47,70.74,9.44,71.68
216,9/14/15,188.028519,52.12,2.4877,78.44,33.5,40.35,25.685,50.55,10.23,85.365,42.8,121.99,70.62,9.11,72.5
217,9/15/15,190.378769,52.73,2.4601,80.02,34.19,41.185,26.065,50.54,10.15,86.65,43.2,124.76,71.18,9.28,74.2
218,9/16/15,192.028748,53.12,2.52,80.28,34.3501,41.41,26.065,50.69,10.08,86.45,43.33,123.53,71.76,9.37,74.57
219,9/17/15,191.597076,51.32,2.44,80.76,34.42,42.12,25.94,50.27,10.33,86.87,43.19,125.58,71.25,9.34,72.76
220,9/18/15,188.466492,50.22,2.57,81.52,33.7,41.845,25.55,49.18,10.0899,86.095,42.615,122.789,69.55,8.9,71.08
221,9/21/15,189.44043,49.245,2.6,83.405,33.96,41.77,25.59,49.52,10.08,87.47,42.38,118.89,70.26,8.97,68.19
222,9/22/15,186.981522,49.47,2.49,84.68,33.52,41.355,25.155,48.77,10.02,86.02,41.71,117.67,68.91,8.93,65.79
223,9/23/15,186.682602,48.08,2.59,85.34,34.2701,41.01,25.269,48.7,9.95,86.65,41.4,117.12,68.9,8.99,63.72
224,9/24/15,186.007614,48.33,2.55,84.25,33.322,40.78,25.47,47.89,10.02,86.27,42.07,114.53,68.47,8.96,63.445
225,9/25/15,185.959412,48.45,2.63,83.1,34.02,40,26.02,48.035,9.97,88.31,41.92,108.33,69.09,8.75,62.96
226,9/28/15,181.292343,48.57,2.2601,80.52,33.17,37.56,25.68,46.75,10.35,85.93,40.665,104.95,69.22,8.67,62.1
227,9/29/15,181.398407,48.02,2.31,79.36,32.87,37.6,25.605,46.38,10.05,84.355,40.8,105.22,68.11,8.38,62.75
228,9/30/15,184.78299,49.73,2.5001,81.88,33.46,39.12,26.19,48.17,10.01,85.5,42.21,107.66,69.29,8.51,65.03
229,10/1/15,185.265121,49.4,2.3901,83.34,33.67,38.86,25.72,48.53,9.91,85.32,41.625,111.87,68.5299,8.25,64.17
230,10/2/15,188.032593,50.2575,2.55,83.83,33.74,39.16,25.745,48.33,9.94,85.85,42.13,115.62,68.46,8.21,65.48
231,10/5/15,191.378601,51.84,2.6899,85.83,34.62,38.715,26.931,49.18,9.95,87.6,43.74,116.35,70.73,8.565,65.815
232,10/6/15,190.7229,52.515,2.65,85.2925,34.54,37.46,27.275,49.02,9.99,86,44.05,113.08,70.85,8.31,65.445
233,10/7/15,192.285019,52.6,2.69,80.7,34.83,37.4082,27.45,49.38,9.995,86.83,44.34,116.57,71.84,8.59,66.39
234,10/8/15,194.020706,53.37,2.6001,82.26,35.46,37.205,27.945,49.6,9.99,89.37,45,117.75,72.025,8.9,67.29
235,10/9/15,194.136398,53.15,2.6901,83.575,35.74,37.38,27.91,49.37,9.9999,89.92,44.97,117.4,71.37,9.18,66.46
236,10/12/15,194.319626,52.71,2.8094,84.12,35.7,37.64,27.91,49.5,8.75,91.17,44.69,117.945,70.2101,8.97,66.595
237,10/13/15,193.095001,51.72,2.76,83.93,35.34,37.28,27.85,48.82,8.62,91.68,44.59,114.59,69.25,9.22,64.99
238,10/14/15,192.169296,52.94,2.9788,83.94,34.88,36.775,27.83,48.51,8.49,90.95,45.78,113.85,69.13,8.52,67.62
239,10/15/15,195.11998,52.68,2.8399,86.595,35,37.56,28.115,49.53,8.3,92.845,46.4732,117.16,70.1,8.8,67.42
240,10/16/15,196.007095,52.88,2.92,88.885,35.67,37.87,28.1736,50.13,8.27,92.5,46.51,117.388,70.75,8.75,68.05
241,10/19/15,196.1035,53.03,2.9599,88.09,35.89,38.48,28.225,50.67,8.11,92.69,46.5,118.91,70.16,9.02,67.583
242,10/20/15,195.852814,53.98,2.99,86.99,35.8601,37.43,28.5,50.36,8.35,92.7,46.6,116.68,70.63,9.12,70.62
243,10/21/15,194.637848,64.4,3.0101,86.25,35.38,37.13,28.3,48.64,8.16,91.45,46.93,116.5,69.96,9.02,71.46
244,10/22/15,197.92598,65.04,2.84,88.75,36.27,36.53,29.085,49.56,8.01,92.49,47.79,117.857,74.42,10.36,72.72
245,10/23/15,200.095612,65.33,2.9199,87.55,37.1275,36.93,29.27,50.5,8.01,93.37,47.06,119.65,74.1301,10.24,74.38
246,10/26/15,199.603821,65.26,3.03,89.13,37.53,37.58,28.965,51.2721,7.98,93.48,47.95,123.89,74.18,10.35,74.91
247,10/27/15,199.218124,65.52,3.0435,88.04,37.43,38.38,29.01,51.18,7.96,92.53,49.31,125.711,73.88,10.11,75
248,10/28/15,201.484146,65.76,3.09,88.68,38.3,39.31,29.33,52.23,8.105,92.82,49.01,125.63,74.95,10.99,75.46
249,10/29/15,201.368439,66.51,3.08,88.11,37.87,38.5,29.1599,52.3,7.94,92.19,47.87,124.64,75.37,10.78,75.73
250,10/30/15,200.500565,66.99,3,88.89,37.1574,38.89,28.88,51.77,8.42,93.2,47.54,123.31,75.56,10.66,76.35
251,11/2/15,202.872681,66.57,3.05,90.09,37.1896,39.675,28.775,53.5,8.41,93.53,47.77,127.4,76.08,11,76.59
252,11/3/15,203.460892,66.575,2.9752,90.53,37.1,39.73,28.59,52.74,8.197,92.37,47.41,126.52,76.6899,11.25,76.39
253,11/4/15,202.84375,66.88,2.8585,90.9675,37.09,39.51,28.468,53.11,8.2466,91.27,47.39,126.64,76.25,11.69,76.91
254,11/5/15,202.641266,67.1,2.8,90.5308,37.17,39.99,28.36,53.53,8.186,90.85,47.23,120.4,76.73,11.5,76.9
255,11/6/15,202.535202,66.84,0,90.38,37.33,40.24,28.4301,53.88,7.96,90.9,47.52,116.25,76.88,11.34,76.65
256,11/9/15,200.645233,66.81,2.73,89.51,36.985,39.705,28.145,53.15,7.91,90.6899,47.36,114.18,75.49,11.675,76.75
257,11/10/15,201.108063,66.7,2.73,89.99,37.26,40.985,28.01,53.35,7.8933,91.34,47.09,113.795,75.91,11.52,76.32
258,11/11/15,200.317398,66.95,0,91.32,37.565,40.41,27.81,53.89,7.79,91.55,47.11,112.45,76.53,11.1742,76.9
259,11/12/15,197.520996,65.88,2.66,91.52,36.99,39.9,27.9,53.37,7.7605,90.38,46.76,109.853,75.5,11.05,75.69
260,11/13/15,195.303162,65.76,2.5001,89.06,37.18,39.71,26.11,52.03,7.7,89.46,46.58,107.55,74.23,11.465,75.603
261,11/16/15,198.273102,66.2601,2.4964,89.63,37.56,39.68,26.76,53.2,7.67,89.35,47.019,110.257,75.12,11.46,77.01
262,11/17/15,198.128494,66.64,2.46,90.15,37.77,39.99,26.83,52.87,7.69,89.55,47.86,111.039,74.57,11.21,77.91
263,11/18/15,201.272003,66.99,2.64,90.95,37.49,40.5,27.085,53.65,7.77,91.09,48.78,115.41,76.35,11.79,78.37
264,11/19/15,201.098434,67.06,2.64,92.12,37.43,39.87,27.445,54,7.78,90.94,48.98,114.1,76.33,11.94,77.95
265,11/20/15,201.831268,66.93,0,91.5,37.4101,39.985,27.58,54.38,7.8,91.29,48.88,113.38,76.275,12.06,78.17
266,11/23/15,201.599869,66.74,2.46,91.88,37.4918,39.995,27.466,54.475,7.79,92.0154,48.63,113.668,76.1299,11.83,77.2256
267,11/24/15,201.869858,66.49,2.5,92.0499,36.98,40.01,27.275,54.44,7.79,91.82,49.3125,112.7,75.7199,11.83,77.24
268,11/25/15,201.840942,66.46,2.549,91.98,36.83,39.98,27.275,54.34,7.8899,92.02,48.99,112.42,76.03,12,77.3
269,11/27/15,202.072342,66.54,2.45,92.17,37.2,38.465,27.32,54.7,7.82,91.9046,49.11,112.72,75.95,11.88,77.63
270,11/30/15,201.233444,67.02,2.709,91.4,37.03,40.23,27.24,54.26,7.86,91.68,49.66,109.66,76.21,11.85,78.22
271,12/1/15,203.152313,67.83,2.8,92.38,37.46,41.24,27.4475,54.8,7.895,92.99,50,110.01,76.44,11.73,79.31
272,12/2/15,201.079163,67.7501,2.84,91.97,37.56,40.93,27.543,54.45,7.88,92.16,49.12,111.65,75.565,11.655,78.87
273,12/3/15,198.263458,66.65,2.77,89.98,36.61,39.13,26.89,53.12,7.76,89.83,48.28,106.58,74.76,11.67,76.24
274,12/4/15,202.130203,67.72,2.781,92.52,37.2,39.48,27.46,54.52,7.89,92.61,49.04,110.15,76.06,11.8,77.83
275,12/7/15,200.905579,67.54,2.7,89.52,36.75,38.7353,27.43,54.28,7.8,91.89,48.52,108.9,75.06,11.54,78.03
276,12/8/15,199.555603,68.74,2.7001,91.53,36.83,38.72,27.1201,53.195,7.7,92.24,48.35,111.82,74.13,11.21,79.97
277,12/9/15,198.003128,67.94,2.81,89.5375,36.42,37.56,26.78,52.1,7.64,91.3699,47.84,111.265,73.23,11.38,78.58
278,12/10/15,198.514175,68.64,2.79,88.563,36.4516,37.79,26.86,52.4051,7.67,91.5375,47.9877,112.3,73.43,11.36,80.2026
279,12/11/15,194.666763,67.92,2.6514,92.15,35.96,38.065,26.1799,51.02,7.65,90.06,47.44,108.89,70.63,10.9,78.96
280,12/14/15,195.650314,67.44,0,92.825,35.86,37.39,26.45,50.95,7.67,89.83,47.22,109.54,69.9751,10.88,77.25
281,12/15/15,197.704193,69.045,2.82,94.12,35.98,38.45,26.848,51.83,7.66,90.29,47.92,112.84,71.44,11.55,79.98
282,12/16/15,200.597015,69.14,2.75,95.1,36.03,39.06,27.2,53.73,7.63,91.504,47.99,115.66,72.15,11.95,80.15
283,12/17/15,197.540268,68.45,2.82,94.505,35.59,38.6023,26.8202,52.55,7.58,90.69,47.315,112.9,71.31,12.065,79.11
284,12/18/15,194.02066,67.29,2.81,92,34.94,38.57,26.36,52.01,7.55,88.803,46.67,110.545,70.08,11.83,77.44
285,12/21/15,195.621155,67.61,2.6,91.05,35,38.695,26.45,51.29,7.5001,88.88,47.02,110.041,70.29,11.73,78.18
286,12/22/15,197.396271,69.08,2.59,93.82,35.39,38.8,26.8601,51.905,7.68,91.38,47.5,111.08,70.88,11.83,80.17
287,12/23/15,199.840698,69.24,2.78,94.6525,35.51,38.645,27.32,51.98,7.8,91.31,47.86,121.918,72.669,12.16,80.43
288,12/24/15,199.510895,69.5239,2.65,94.3,35.74,39.08,27.38,52.09,7.78,91.54,47.8596,122,72.45,12.42,80.39
289,12/28/15,199.054993,69.1625,2.7,93.94,35.92,39.15,27.2701,52.55,7.71,91.84,47.635,118.85,72.66,12.35,79.6799
290,12/29/15,201.179291,70.17,2.7,95.48,36.425,39.68,27.8,52.87,7.63,92.99,48.37,121.44,73.16,12.45,81.04
291,12/30/15,199.753387,69.91,2.68,95.65,35.65,39.49,27.603,53.05,7.62,92.46,48.03,120.97,72.29,12.66,80.41
292,12/31/15,197.755188,69.53,2.56,94.2901,35.1199,38.9,27.26,52.86,7.6,91.48,47.2,120.52,71.93,12.2,79.72
293,1/4/16,194.990662,68.21,2.54,90.9502,34.1,37.57,26.1799,50.6,7.8,87.98,45.46,116.54,69.69,11.73,77.08
294,1/5/16,195.32048,68.83,2.6091,92.44,34.9544,37.885,26.34,51.47,7.56,88.56,46.56,117.869,70.2775,11.6,78.1999
295,1/6/16,192.856659,66.49,2.77,90.94,34.52,38.45,25.965,50.29,7.53,88.1594,45.5,116.72,68.93,11.74,73.38
296,1/7/16,188.229736,65.9,2.51,89.12,33.54,37.3,25.185,48.71,7.28,86.54,43.79,112.133,67.14,11.66,71.84
297,1/8/16,186.163605,65.4,0,88.236,33.42,36.67,24.94,47.95,6.9678,85.32,43.08,109.77,65.79,11.54,70.8
298,1/11/16,186.3479,65.49,0,89.37,34.4,36.025,25.2099,46.99,7.045,85.29,43.15,103.27,64.98,11.52,70.84
299,1/12/16,187.851425,65.57,2.46,89.76,34.45,36.4,25.35,47.04,7.21,86.21,43.12,106.3,66.535,11.62,71.3
300,1/13/16,183.16629,65.05,2.47,88.91,33.73,35.65,24.74,46.03,7.05,85.24,42.15,101.6,65.32,10.97,69.6
301,1/14/16,186.173294,66.97,2.4401,89.85,34.4,35.31,24.77,46.48,7.19,85.89,42.46,105.77,65.79,10.99,72.5
302,1/15/16,182.176865,64.36,2.48,88.7,33.49,34.83,23.64,44.66,7.04,83.78,42.815,102.49,65.07,10.59,67.67
303,1/19/16,182.419403,64.54,2.35,89.37,33.39,34.79,23.82,45.06,6.6,83.86,42.76,103.398,65.85,10.5,67.8001
304,1/20/16,180.081665,65.39,2.3,88.48,33.53,35.17,23.105,44.22,6.49,82.89,43.46,109.15,65.68,10.63,70.13
305,1/21/16,181.0905,64.73,2.27,88.03,32.87,33.94,22.96,43.36,6.53,80.65,46.91,106.395,65.9,10.32,68.31
306,1/22/16,184.805588,64.99,2.3,89.34,33.45,35.19,23.249,44.61,6.6499,82.27,47.43,108.37,67.0801,10.704,68.435
307,1/25/16,182.011978,64.67,2.46,87.28,33.28,35.84,23.225,43.945,6.47,82,47.69,107.06,65.59,10.64,68.1
308,1/26/16,184.495178,65.01,2.3,86.48,33.6772,36.32,23.67,44.9228,6.63,82.8,48.1,105.55,66.43,10.66,68.4699
309,1/27/16,182.487289,64.49,2.37,84.79,34.04,35.89,23.364,38.99,7.54,82.75,48.01,102.16,66.03,10.49,67.53
310,1/28/16,183.437881,65.45,2.39,84.44,34.5,33.25,23.14,36.91,7.48,83.22,48.06,96.575,68.34,10.6701,69.44
311,1/29/16,187.909622,66.38,2.2501,88.88,35.02,33.59,23.575,38.88,7.61,85.65,50.14,99.16,70.65,11.35,71.33
312,2/1/16,187.841705,67.245,2.215,90.02,34.99,35.615,23.54,39.4,7.91,86.605,50.06,101.5,70.36,11.32,72.755
313,2/2/16,184.456406,66.1,2.32,87.8975,34.82,34.89,22.8301,37.51,7.86,85.03,48.37,97.2701,67.9,10.93,70.48
314,2/3/16,185.56218,66.78,0,87.85,33.99,35.01,23.065,37.605,7.82,84.58,48.45,98.99,68.54,10.13,71.37
315,2/4/16,185.853195,66.78,2.28,86.11,33.87,35.17,23.43,36.865,7.89,84.97,49.33,102.08,69.53,10.26,71.3601
316,2/5/16,182.312668,65.525,0,79,33.17,33.31,22.895,36.08,7.55,83.3399,48.12,97.31,68.53,10.26,68.95
317,2/8/16,179.858551,64.03,2.2099,73.62,33.18,32.62,22.84,34.61,7.53,82.18,47.065,99.56,65.733,10.11,65.8
318,2/9/16,179.868256,64.08,2.17,74.74,33.665,32.98,22.6875,34.61,7.57,83.775,47.53,101.22,66.64,10.16,65.79
319,2/10/16,179.713074,64.28,2.18,76.08,33.855,32.92,22.57,35.37,7.46,83.32,47.02,103.4,66.99,10.21,66.05
320,2/11/16,177.375351,62.91,2.15,74.92,33.72,32.53,24.88,34.03,7.32,82.14,47.39,99.87,65.61,10.5,64.24
321,2/12/16,181.032272,63.88,2.24,76.563,34.17,32.54,25.1901,36.31,7.51,82.9225,47.6032,102.211,67.42,11.01,66.22
322,2/16/16,184.087799,64.74,2.129,78.82,34.9,33.98,25.875,36.83,7.46,83.91,48.045,104.19,68.44,10.51,67.585
323,2/17/16,187.094818,65.36,2.21,81.88,34.19,34.49,26.345,37.24,7.67,83.05,48.63,104.868,69.97,11.33,68.745
324,2/18/16,186.328522,65.02,2.13,80.522,34.595,34.48,26.4034,36.9,7.81,82.97,48.085,103.58,69.44,11.29,68.08
325,2/19/16,186.241211,66.06,0,80.8,34.76,34.56,26.485,37.25,7.9407,83.56,48.5,102.83,68.86,11.28,70.04
326,2/22/16,188.937836,66.04,2.285,83.505,35.19,34.52,26.575,37.99,8.48,84.3582,48.81,104.23,69.81,11.27,70.17
327,2/23/16,186.55162,65.74,2.31,83.2899,35,34.41,26.105,38.45,8,84.0153,48.41,101.996,68.54,10.84,69.36
328,2/24/16,187.405197,66.27,2.39,83.25,35.07,34.78,26.265,38.28,8.01,84.22,47.7,102.48,68.98,10.8,70.28
329,2/25/16,189.675018,67.18,2.24,86.02,35.49,35.19,26.43,38.18,7.94,84.3,48,101.847,69.31,10.51,72.1
330,2/26/16,189.238525,68.09,2.1,86.525,36.01,35.01,26.465,38.53,7.78,84.74,48.465,103.41,69.64,10.69,73.95
331,2/29/16,187.75441,67.91,2.31,85.65,35.75,34.69,26.2374,38.18,7.255,84.31,47.4411,101.33,69.28,10.81,73.59
332,3/1/16,192.167938,68.83,2.24,87.901,35.79,35.49,26.78,39.645,7.36,85.99,48.2,104.39,71.04,10.99,75.39
333,3/2/16,193.03125,68.4,2.27,88.05,35.1701,35.93,26.785,39.44,7.28,85.65,47.955,103.84,71.26,10.76,74.53
334,3/3/16,193.787872,68.6,2.0822,86.9,35.47,35.79,26.85,40.12,7.4,86.74,47.7699,102.6,71.9,11,74.9
335,3/4/16,194.41835,68.25,2.31,86.285,35.93,34.75,26.724,40.57,7.35,86.93,46.925,102.965,72.79,11,74.21
336,3/7/16,194.573563,68.81,2.26,84.6,35.34,34.79,27.115,40.42,7.42,88.08,47.04,103.98,72.48,10.93,74.94
337,3/8/16,192.449234,67.88,2.2,84.35,35.68,34.76,27.125,39.99,7.27,87.65,46.13,103.33,71.99,11.27,73.51
338,3/9/16,193.399872,68.01,2.33,85.085,35.6,34.75,27.5975,39.4,7.28,86.81,46.42,100.86,71.41,10.98,73.72
339,3/10/16,193.555054,68.69,2.2501,84.92,35.475,34.57,27.39,39.52,7.14,87.86,46.46,100.48,71.42,10.86,75.26
340,3/11/16,196.678482,69.242,2.2779,86.14,35.54,35.25,27.8101,40.39,7.18,88.96,46.59,101.46,72.67,10.81,76.25
341,3/14/16,196.42627,69.56,2.23,87.44,35.34,35.43,27.695,40.45,7.19,89.61,47.005,100.32,71.81,10.71,76.895
342,3/15/16,196.106171,69.79,2.24,86.84,35.15,34.485,27.59,40.385,7.03,89.58,47.01,97.79,70.47,10.36,77.36
343,3/16/16,197.241074,70.09,2.2,88.09,35.3,34.43,27.85,40.25,7.03,90.01,47.28,97.35,71.32,10.49,77.55
344,3/17/16,198.492386,70.9,2.17,89.91,35.56,34.0301,28.315,40.53,7.25,90.02,47.18,96.92,73.565,11,79.39
345,3/18/16,199.272003,70.9,2.24,93.2,35.73,34.45,28.235,41.79,7.16,90.71,47.3599,98.93,73.24,10.91,78.995
346,3/21/16,199.554749,71.17,2.35,92.33,35.3952,34.44,28.1201,41.4,7.01,90.18,47.42,100.92,73.39,10.71,79.44
347,3/22/16,199.44751,71.48,2.2412,92.64,35.16,35.03,28.28,41.53,7.03,90.335,47.65,102.78,73.18,10.62,80.3599
348,3/23/16,198.131256,70.99,2.34,92.13,35.21,34,27.85,41.6,6.9,86.2597,47.33,99.55,73.19,10.645,79.38
349,3/24/16,198.043488,70.599,0,92.49,35.21,34.385,27.94,41.23,6.92,87.63,46.99,100.73,72.47,10.66,78.59
350,3/28/16,198.160507,70.93,2.32,92.21,35.805,34.5199,27.839,41.78,6.9,88.93,47.01,99.49,72.7996,10.81,79.11
351,3/29/16,199.993515,72.3,2.48,93.15,36.65,34.635,28.145,42.865,7,89.71,47.21,99.805,73.94,11.02,81.98
352,3/30/16,200.871033,72.53,2.5,93.91,36.9,34.57,28.54,42.95,7.03,89.87,47.94,99.36,74.12,11.07,82.16
353,3/31/16,200.38353,72.725,2.5,93.89,36.88,34.505,28.5,43.16,7.21,89.915,47.54,100.34,73.67,11.65,82.5
354,4/1/16,201.74852,72.94,2.48,95.29,37.45,34.62,28.56,43.525,7.12,89.88,47.59,100.963,73.985,11.78,82.72
355,4/4/16,201.095276,72.85,2.4801,94.48,37.05,35.2599,28.125,42.71,7.04,88.9465,47.04,101.435,72.94,11.59,82.685
356,4/5/16,199.086761,72.45,2.4,94.22,36.78,34.75,27.59,42.48,7,88.4,47.01,102.54,72.47,11.78,81.91
357,4/6/16,201.261032,72.745,2.31,95.4,37.2499,35.63,27.99,44.1,7.01,88.82,47.23,107.8,73.16,12.26,82.48
358,4/7/16,198.852768,72.14,2.35,93.7396,36.805,35.155,27.6,42.85,7.16,88.91,46.18,107.16,71.54,12.12,81.09
359,4/8/16,199.388992,71.98,2.1801,93.93,36.77,35.3,27.625,43.69,7.28,89.2,46.235,105.91,71.55,12.28,80.85
360,4/11/16,198.921005,72.23,2.38,93.2,36.62,35,27.68,43.69,7.28,89.24,46.2601,103.66,72.36,12.65,81.43
361,4/12/16,200.773529,72.08,2.2001,93.3824,36.91,35.13,27.595,44.37,7.2999,89.83,45.96,105.21,74.03,13,81.3
362,4/13/16,202.801529,72.77,2.2101,94.25,37.565,36,28.215,45.46,7.41,90.5399,46.69,107.66,76.265,13,82.645
363,4/14/16,202.811279,72.4725,2.26,94.3286,37.6,36.23,28.1924,45.8,7.4366,90.27,46.51,107.058,76.62,13.254,81.6699
364,4/15/16,202.587036,72.49,2.38,95.0676,37.67,36.175,27.83,45.98,7.45,90.0599,46.16,107.06,76.51,13.07,81.57
365,4/18/16,204.010544,72.7,2.3,96.29,37.76,36.72,28.18,46.05,7.5,90.29,46.2,107.506,76.46,13.23,82.06
366,4/19/16,204.654053,73.13,2.28,96.39,37.83,36.57,28.3342,46,7.5276,90.48,45.892,106.82,77.63,13.26,82.92
367,4/20/16,204.84906,72.86,2.339,96.42,37.48,37.315,28.545,48.58,7.58,90.305,46.515,107.005,78.59,13.11,82.37
368,4/21/16,203.747299,71.87,2.27,96.31,36.7201,37.365,28.21,48.21,7.36,89.25,46.05,109.37,77.4221,12.445,80.66
369,4/22/16,203.747299,71.74,2.43,94.6695,36.875,37.63,28.1738,48.9,7.36,89.6269,45.81,110.66,77.45,12.5,80.56
370,4/25/16,203.396286,71.6,2.21,95.47,36.8,37.74,28.1228,48.33,7.19,89.235,45.72,110.05,76.705,12.26,79.98
371,4/26/16,203.698547,71.705,2.33,95.9,37.03,37.82,28.405,48.73,7.1927,89.69,46.67,107.6,77.16,12.7,80.05
372,4/27/16,204.117798,72.21,2.2101,95.65,37.605,37.94,28.61,48.9,7.17,89.84,47.185,107.22,77.58,12.91,80.96
373,4/28/16,202.265274,70.83,0,93.35,38,33.855,27.8899,47.81,7.13,89.32,43.45,108.48,75.59,12.72,78.13
374,4/29/16,201.173264,69.67,2.4,94.04,37.86,33.325,27.4,47.87,7.13,89.47,42.93,103.35,75.23,12.58,75.91
375,5/2/16,202.772293,70.09,2.48,94.82,38.04,33.91,27.3877,48.88,7.12,89.875,43.8025,104.663,75.55,12.64,76.64
376,5/3/16,201.007523,69.7,2.53,93.62,37.773,34.295,26.815,47.83,7.09,89.52,43.37,103.71,74.94,12.54,75.95
377,5/4/16,199.886276,69.11,2.45,92.86,37.73,33.92,26.42,47.42,7.08,89.82,43,101.144,74.25,12.67,74.8
378,5/5/16,199.847275,69.48,2.54,93.36,37.69,33.89,26.23,47.655,7.06,90.08,42.91,101.58,74.41,12.65,75.16
379,5/6/16,200.578506,69.34,2.45,94.16,37.42,33.74,26.4457,47.8,7.045,90.915,43.1236,100.17,74.98,12.68,74.94
380,5/9/16,200.744278,69.24,2.5,94.655,37.93,33.97,26.56,48.26,7.01,91.581,43.13,102.61,74.985,12.68,74.78
381,5/10/16,203.240295,69.76,2.5388,96.31,37.96,34.41,27.03,49.14,7.01,91.88,43.27,103.028,75.7501,12.64,75.85
382,5/11/16,201.33902,69.81,0,96.2,37.78,34.28,26.745,48.615,7.6399,91.52,43.16,100.712,75.5,12.21,75.71
383,5/12/16,201.397537,68.87,2.56,96.1638,37.9,33.85,26.69,48.76,7.63,91.78,43.01,100.58,75.68,12.19,74.92
384,5/13/16,199.642502,68.545,2.41,96.0425,38.01,33.79,26.565,48.1462,7.51,91.53,43.26,100.281,74.1225,12.06,74.44
385,5/16/16,201.61203,68.05,2.59,97.36,38.62,34.135,27.02,48.7,7.45,91.89,43.645,101.648,74.84,12.11,73.72
386,5/17/16,199.73024,67.71,2.7,95.94,37.51,33.51,26.625,48.35,7.37,91.22,43.44,100.35,73.91,11.6201,73.09
387,5/18/16,199.788773,68.07,2.56,96.1,37.555,33.25,26.595,49.04,7.38,90.97,43.92,100.823,74.16,11.46,73.73
388,5/19/16,199.096497,67.93,2.4501,95.99,37.3403,33.265,27.669,49.32,7.4299,91.57,43.91,100.19,73.83,11.19,73.43
389,5/20/16,200.354263,69.48,2.5,96.72,37.25,33.35,27.9545,49.7999,7.5,91.9099,44.69,101.27,74.5,11.41,76.42
390,5/23/16,200.081268,69.7001,2.5,96.81,37.58,33.1,28.005,50.06,7.59,92.37,44.9,101.128,74.65,11.32,76.7
391,5/24/16,202.674789,70.95,2.59,99.52,38.73,33.5,28.525,51.0862,7.52,94.07,47.4063,103.56,76.66,11.06,79.18
392,5/25/16,204.049561,71.65,2.5001,99.88,38.82,33.63,28.9532,50.96,7.6272,94.02,47.225,105.12,77.51,11.7,80.4925
393,5/26/16,204.108032,71.82,2.6499,99.48,38.75,33.845,28.97,50.98,7.61,94.18,47.175,106.04,76.78,11.52,80.795
394,5/27/16,204.985565,72.8901,2.5999,99.8235,38.89,34.35,28.86,51.14,7.8994,94.91,47.35,106,77.02,11.51,82.87
395,5/31/16,204.595551,72.75,2.5399,99.66,38.98,34.405,28.895,51.42,8.76,94.76,47.16,106.63,76.92,11.16,82.58
396,6/1/16,205.014801,73.06,2.5,100.13,39.34,34.69,28.92,51.37,8.2601,94.66,47.425,106.11,77.04,11.31,83.12
397,6/2/16,205.638809,73.27,2.55,100.03,39.5232,34.86,29.07,51.53,8.5,95.36,47,107.93,76.68,11.23,83.72
398,6/3/16,205.024551,73.1,2.525,98.91,39.45,34.32,29.15,50.34,8.38,94.91,47.39,108.01,76.06,10.91,83.19
399,6/6/16,206.06781,72.79,2.48,99.31,39.505,34.54,29.205,51.42,8.82,95.29,47.01,107.82,76.5792,11.18,82.475
400,6/7/16,206.389542,73.09,2.5001,98.6499,39.58,34.39,29.075,51.53,8.5,95.08,47.23,107.52,75.58,11.265,83.12
